Match ID,Team ID,Team Name,Player From ID,Player From Name,Event ID,Event Description,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Start X,Start Y,End X,End Y,Shot On Target,opponent team name,opponent team id,On Target,Blocked,GK Save,Off Target,Goal,Promising Action,From inside the Penalty Area,Deflected,Big Chance,Direct Free Kick,Corner,Penalty,Post,Other,shot_distance,goal_visibility,deviation_from_center,xG
131345,427,Portugal,15421,Joao Maria Lobo Alves Palhares Costa Palhinha Goncalves,5,Shot,1,1t,42,50,43,2,82.85,35.71,105.0,39.77,False,Georgia,461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3138737306369055,0.17900740080192304,0.05029411764705885,0.05
131345,427,Portugal,16209,Jose' Diogo Dalot Teixeira,5,Shot,1,1t,17,36,17,48,91.34,38.93,105.0,40.37,False,Georgia,461,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.18880649585156342,0.25820001341481325,0.145,0.09
131345,427,Portugal,16209,Jose' Diogo Dalot Teixeira,5,Shot,2,2t,48,20,48,32,79.73,44.88,101.89,34.0,True,Georgia,461,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.39997919310947644,0.13368626431420252,0.32000000000000006,0.04
131345,427,Portugal,16515,Joao Felix Sequeira,5,Shot,1,1t,29,50,30,2,84.12,46.83,105.0,38.99,False,Georgia,461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3511150072437148,0.1396781000445409,0.37735294117647056,0.04
131345,427,Portugal,16515,Joao Felix Sequeira,5,Shot,1,1t,45,14,45,26,81.48,38.83,102.55,35.44,True,Georgia,461,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3430521638378019,0.16297492148431814,0.1420588235294117,0.05
131345,427,Portugal,16515,Joao Felix Sequeira,5,Shot,2,2t,46,43,46,55,86.95,45.46,87.11,43.82,True,Georgia,461,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3002962961550718,0.15892522096223827,0.3370588235294118,0.04
131345,427,Portugal,18841,Pedro Lomba Neto,5,Shot,1,1t,46,37,46,49,104.02,66.93,102.15,34.52,True,Georgia,461,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.48828148063629634,0.0023580885587262106,0.9685294117647061,0.01
131345,427,Portugal,25459,Francisco Fernandes Da Conceicao,5,Shot,1,1t,27,4,27,16,94.36,46.05,105.0,38.73,False,Georgia,461,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.21404897175758764,0.16910305441940107,0.35441176470588226,0.06
131345,427,Portugal,25459,Francisco Fernandes Da Conceicao,5,Shot,2,2t,0,35,0,47,92.22,43.61,94.0,40.26,False,Georgia,461,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.21266412144190705,0.20272193862867066,0.2826470588235294,0.07
131345,427,Portugal,25459,Francisco Fernandes Da Conceicao,5,Shot,2,2t,20,46,20,58,89.0,39.22,105.0,30.69,False,Georgia,461,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.22631891098267565,0.22542977770527114,0.15352941176470586,0.08
131345,427,Portugal,27212,Antonio Joao Pereira De Albuquerque Tavares Da Silva,5,Shot,1,1t,20,13,20,25,102.56,27.51,105.0,27.94,False,Georgia,461,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.06543968434713004,0.2620539423191206,0.19088235294117642,0.1
131345,427,Portugal,37707,Joao Pedro Goncalves Neves,5,Shot,1,1t,23,27,23,39,87.43,33.66,89.76,33.43,True,Georgia,461,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23840223676288141,0.22605059966209728,0.0100000000000001,0.07
131345,461,Georgia,23349,Giorgi Chakvetadze,5,Shot,2,2t,26,0,26,12,90.26,45.66,105.0,35.96,False,Portugal,427,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.2582501811349367,0.16891631746560465,0.34294117647058814,0.16
131345,461,Georgia,27386,Zuriko Davitashvili,5,Shot,2,2t,39,50,40,2,97.88,20.88,105.0,29.05,False,Portugal,427,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.19539087934683835,0.13372821311768426,0.3858823529411765,0.06
131345,461,Georgia,31347,Khvicha Kvaratskhelia,5,Shot,1,1t,1,30,1,42,96.61,24.59,105.0,36.83,True,Portugal,427,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.1576715057688489,0.21978998439753467,0.27676470588235297,0.2
131345,461,Georgia,31347,Khvicha Kvaratskhelia,5,Shot,1,1t,32,26,32,38,97.58,51.71,105.0,39.25,False,Portugal,427,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2648720317785494,0.08266202358182353,0.5208823529411765,0.05
131345,461,Georgia,31347,Khvicha Kvaratskhelia,5,Shot,2,2t,4,5,4,17,92.22,35.41,101.89,36.01,True,Portugal,427,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.16174202800744497,0.3043263226246071,0.041470588235294016,0.27
131347,418,Switzerland,7798,Fabian Schar,5,Shot,1,1t,21,26,21,38,80.1,42.92,84.46,43.71,True,Hungary,487,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3826960775693347,0.14244032707187845,0.2623529411764706,0.04
131347,418,Switzerland,7798,Fabian Schar,5,Shot,1,1t,28,31,28,43,90.0,43.63,93.74,42.44,True,Hungary,487,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.24249696402552318,0.19040862209735768,0.28323529411764714,0.07
131347,418,Switzerland,7798,Fabian Schar,5,Shot,2,2t,26,31,26,43,98.39,36.82,105.0,39.25,False,Hungary,487,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.06955073501141282,0.49812338142137447,0.08294117647058824,0.15
131347,418,Switzerland,7809,Breel Embolo,5,Shot,2,2t,47,37,47,49,92.46,37.4,105.0,32.62,True,Hungary,487,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.16393995832546562,0.29411290702947274,0.09999999999999995,0.25
131347,418,Switzerland,10018,Granit Xhaka,5,Shot,2,2t,44,12,44,19,102.18,40.12,101.89,34.52,True,Hungary,487,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.06226869130184844,0.31584866803336975,0.1799999999999999,0.11
131347,418,Switzerland,17412,Michel Aebischer,5,Shot,1,1t,44,39,44,51,82.35,29.06,105.0,37.29,True,Hungary,487,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3295860886711879,0.16835541081855357,0.14529411764705885,0.05
131347,418,Switzerland,23932,Ruben Vargas,5,Shot,1,1t,19,37,19,49,94.18,38.33,97.91,37.27,True,Hungary,487,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.1421807934441256,0.3166667015054297,0.12735294117647053,0.26
131347,418,Switzerland,23932,Ruben Vargas,5,Shot,2,2t,8,11,8,18,94.33,25.36,102.15,31.24,True,Hungary,487,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.1759163103076566,0.2310133611227713,0.25411764705882356,0.08
131347,418,Switzerland,24664,Vincent Sierro,5,Shot,2,2t,43,28,43,40,80.21,22.63,82.41,20.85,True,Hungary,487,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3960843090998194,0.1335090893423965,0.33441176470588235,0.04
131347,418,Switzerland,24817,Dan Ndoye,5,Shot,2,2t,12,53,13,5,82.28,42.93,105.0,35.31,False,Hungary,487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.34957308493504385,0.15266334481418914,0.2626470588235294,0.04
131347,418,Switzerland,24817,Dan Ndoye,5,Shot,2,2t,25,36,25,48,94.5,22.15,98.18,24.01,True,Hungary,487,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.21010584300160312,0.1721406250022356,0.3485294117647059,0.07
131347,418,Switzerland,24817,Dan Ndoye,5,Shot,2,2t,37,19,37,31,93.24,40.7,105.0,40.71,False,Hungary,487,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.17274969051219335,0.25851735654600644,0.19705882352941184,0.09
131347,418,Switzerland,52959,Kwadwo Duah,5,Shot,1,1t,11,52,12,4,95.51,35.48,105.0,32.39,True,Hungary,487,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.10886320530285745,0.39861180826624376,0.04352941176470579,0.31
