Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,passChiave,passChiave_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,assist,assist_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,perdePalla,perdePalla_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,duelli,duelli_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,interventoPositivo,interventoPositivo_MEAN,retiSub,retiSub_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,thirdPass,thirdPass_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,palleLaterali,palleLaterali_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,falliSubiti,falliSubiti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,ammonizioni,ammonizioni_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,interventoNegativo,interventoNegativo_MEAN,autogol,autogol_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,golProcurati,golProcurati_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,cutBack,cutBack_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoRimessa,golSviluppoRimessa_PERC,golSviluppoRimessa_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN
57447,ARBER,HOXHA,HOXHA A.,06-10-1998,2023,66,22,2,0.67,1,50.00%,0.33,20,6.67,2,10.00%,0.67,15,75.00%,5.00,2,100.00%,0.67,24,8.00,1,4.17%,0.33,,,1,0.33,,,,7,2.33,3,1.00,1,14.29%,0.33,2,66.67%,0.67,5,1.67,3,60.00%,1.00,2,0.67,1,50.00%,0.33,23,7.67,14,60.87%,4.67,8,57.14%,2.67,6,42.86%,2.00,1,4.35%,0.33,,,,11,47.83%,3.67,7,63.64%,2.33,1,0.33,,,,,0.137,0.046,0.438,0.146,0.747,0.249,0.039,0.013,0.600,0.200,0.301,0.100,0.137,0.046,0.066,0.022,2,0.67,1,50.00%,0.33,1,50.00%,0.33,1,50.00%,0.33,4,16.67%,1.33,,,,,,,1,0.33,1,0.33,,,,,,,,,2,0.67,3,13.04%,1.00,3,1.00,1,0.33,1,100.00%,0.33,1,100.00%,0.33,,,,,,,,,,,,1,33.33%,0.33,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403,ELSEID,HYSAJ,HYSAJ E.,02-02-1994,2023,198,99,3,1.50,1,33.33%,0.50,56,28.00,4,7.14%,2.00,49,87.50%,24.50,1,25.00%,0.50,35,17.50,,,,1,0.50,2,1.00,1,50.00%,0.50,5,2.50,9,4.50,,,,,,,,,,,,1,0.50,1,100.00%,0.50,10,5.00,4,40.00%,2.00,1,25.00%,0.50,1,25.00%,0.50,4,40.00%,2.00,,,,5,50.00%,2.50,4,80.00%,2.00,,,1,0.50,4,2.00,0.196,0.098,0.450,0.225,0.400,0.200,0.103,0.052,0.596,0.298,0.254,0.127,0.196,0.098,0.000,0.000,2,1.00,1,50.00%,0.50,1,50.00%,0.50,1,50.00%,0.50,2,5.71%,1.00,,,,,,,,,3,1.50,,,,,,,,,3,1.50,,,,,,,,1,100.00%,0.50,1,33.33%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26403,QAZIM,LACI,LACI Q.,19-01-1996,2023,172,57,2,0.67,,,,54,18.00,7,12.96%,2.33,40,74.07%,13.33,2,28.57%,0.67,49,16.33,6,12.24%,2.00,1,0.33,1,0.33,,,,11,3.67,3,1.00,4,36.36%,1.33,1,33.33%,0.33,1,0.33,1,100.00%,0.33,1,0.33,1,100.00%,0.33,15,5.00,6,40.00%,2.00,2,33.33%,0.67,6,100.00%,2.00,4,26.67%,1.33,1,25.00%,0.33,8,53.33%,2.67,4,50.00%,1.33,1,0.33,,,2,0.67,0.198,0.066,0.609,0.203,1.172,0.391,0.036,0.012,0.758,0.253,0.410,0.137,0.198,0.066,0.000,0.000,1,0.33,1,100.00%,0.33,1,100.00%,0.33,,,,9,18.37%,3.00,,,,,,,,,2,0.67,,,,,,,,,3,1.00,,,,,,,,,,,1,50.00%,0.33,,,,,,,,,1,100.00%,0.33,,,,4,36.36%,1.33,1,100.00%,0.33,1,100.00%,0.33,1,100.00%,0.33,,,,,,2,22.22%,0.67,,,,,1,100.00%,0.33,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717,REY,MANAJ,MANAJ R.,24-02-1997,2023,165,55,,,,,,28,9.33,1,3.57%,0.33,18,64.29%,6.00,,,,53,17.67,4,7.55%,1.33,3,1.00,,,,,,28,9.33,5,1.67,5,17.86%,1.67,2,40.00%,0.67,,,,,,,,,,,51,17.00,15,29.41%,5.00,7,46.67%,2.33,26,173.33%,8.67,18,35.29%,6.00,5,27.78%,1.67,23,45.10%,7.67,5,21.74%,1.67,5,1.67,,,3,1.00,0.317,0.106,0.404,0.135,0.429,0.143,0.000,0.000,0.510,0.170,0.087,0.029,0.317,0.106,0.101,0.034,2,0.67,2,100.00%,0.67,2,100.00%,0.67,,,,8,15.09%,2.67,,,,,,,,,,,,,,,,,,,,,5,9.80%,1.67,5,1.67,,,,,,,,,,,,,,,,,2,100.00%,0.67,1,20.00%,0.33,,,,2,66.67%,0.67,,,,,,,,,,,,2,25.00%,0.67,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36390,MARIO,MITAJ,MITAJ M.,06-08-2003,2023,294,98,10,3.33,1,10.00%,0.33,150,50.00,5,3.33%,1.67,139,92.67%,46.33,3,60.00%,1.00,101,33.67,,,,2,0.67,,,,,,5,1.67,23,7.67,4,80.00%,1.33,1,4.35%,0.33,3,1.00,3,100.00%,1.00,10,3.33,6,60.00%,2.00,35,11.67,19,54.29%,6.33,6,31.58%,2.00,4,21.05%,1.33,8,22.86%,2.67,3,37.50%,1.00,9,25.71%,3.00,6,66.67%,2.00,2,0.67,,,5,1.67,0.034,0.011,0.000,0.000,0.208,0.069,0.000,0.000,0.100,0.033,-0.034,-0.011,0.034,0.011,0.034,0.011,1,0.33,,,,,,,1,100.00%,0.33,1,0.99%,0.33,,,,,,,,,1,0.33,,,,,,,,,2,0.67,3,8.57%,1.00,3,1.00,,,,,,,,,2,0.67,,,,2,100.00%,0.67,,,,1,4.35%,0.33,6,120.00%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29433,ERNEST,MUCI,MUCI E.,19-03-2001,2023,23,12,,,,,,9,4.50,1,11.11%,0.50,7,77.78%,3.50,,,,6,3.00,,,,,,,,,,,2,1.00,3,1.50,,,,1,33.33%,0.50,,,,,,,,,,,1,0.50,1,100.00%,0.50,1,100.00%,0.50,,,,1,100.00%,0.50,1,100.00%,0.50,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.290,0.145,0.000,0.000,0.290,0.145,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.33%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17004,YLBER,RAMADANI,RAMADANI Y.,12-04-1996,2023,280,93,3,1.00,,,,107,35.67,1,0.93%,0.33,98,91.59%,32.67,,,,87,29.00,,,,1,0.33,1,0.33,,,,10,3.33,17,5.67,6,60.00%,2.00,5,29.41%,1.67,4,1.33,3,75.00%,1.00,8,2.67,2,25.00%,0.67,27,9.00,19,70.37%,6.33,6,31.58%,2.00,1,5.26%,0.33,4,14.81%,1.33,1,25.00%,0.33,4,14.81%,1.33,3,75.00%,1.00,1,0.33,,,5,1.67,0.000,0.000,0.000,0.000,0.174,0.058,0.057,0.019,0.174,0.058,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,1.15%,0.33,,,,,,,1,0.33,1,0.33,1,0.33,,,,,,,2,0.67,6,22.22%,2.00,6,2.00,,,,,,,,,,,,,,,,,,,,1,5.88%,0.33,6,60.00%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26406,TAULANT,SEFERI,SEFERI T.,15-11-1996,2023,105,53,1,0.50,1,100.00%,0.50,27,13.50,2,7.41%,1.00,19,70.37%,9.50,1,50.00%,0.50,28,14.00,1,3.57%,0.50,1,0.50,1,0.50,1,100.00%,0.50,10,5.00,5,2.50,4,40.00%,2.00,3,60.00%,1.50,,,,,,3,1.50,1,33.33%,0.50,15,7.50,8,53.33%,4.00,7,87.50%,3.50,3,37.50%,1.50,2,13.33%,1.00,1,50.00%,0.50,7,46.67%,3.50,3,42.86%,1.50,1,0.50,,,4,2.00,0.041,0.021,0.319,0.160,0.757,0.379,0.069,0.035,0.541,0.271,0.278,0.139,0.041,0.021,0.000,0.000,1,0.50,1,100.00%,0.50,,,,1,100.00%,0.50,2,7.14%,1.00,,,,,,,,,1,0.50,,,,,,,,,1,0.50,2,13.33%,1.00,2,1.00,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,4,40.00%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6142,THOMAS,STRAKOSHA,STRAKOSHA T.,19-03-1995,2023,294,98,,,,,,86,28.67,,,,70,81.40%,23.33,,,,34,11.33,,,,,,,,,,,13,4.33,14,4.67,5,38.46%,1.67,,,,,,,,,1,0.33,,,,1,0.33,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,3,1.00,5,1.67,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15.38%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4.33,9,3.00,16,5.33,11,68.75%,3.67,17,5.67,21,7.00,8,47.06%,2.67,19,90.48%,6.33,48,16.00,12,25.00%,4.00,10,20.83%,3.33,12,92.31%,4.00,1,7.69%,0.33,5,1.67,26,54.17%,8.67,6.515,2.172,1.515,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10847,MARKO,ARNAUTOVIC,ARNAUTOVIC M.,19-04-1989,2023,202,67,4,1.33,,,,40,13.33,3,7.50%,1.00,29,72.50%,9.67,,,,49,16.33,4,8.16%,1.33,4,1.33,2,0.67,,,,16,5.33,2,0.67,2,12.50%,0.67,1,50.00%,0.33,1,0.33,1,100.00%,0.33,1,0.33,1,100.00%,0.33,36,12.00,20,55.56%,6.67,15,75.00%,5.00,13,65.00%,4.33,13,36.11%,4.33,6,46.15%,2.00,12,33.33%,4.00,7,58.33%,2.33,3,1.00,,,3,1.00,0.948,0.316,1.348,0.449,0.591,0.197,0.080,0.027,0.812,0.271,0.401,0.134,0.192,0.064,0.000,0.000,2,0.67,2,100.00%,0.67,2,100.00%,0.67,,,,9,18.37%,3.00,1,50.00%,0.33,,,,,,,,1,0.33,,,,,,,1,0.33,6,16.67%,2.00,6,2.00,2,0.67,,,,,,,,,,,,,,,2,100.00%,0.67,1,50.00%,0.33,,,,4,100.00%,1.33,1,50.00%,0.33,1,100.00%,0.33,1,100.00%,0.33,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,0.33,1,100.00%,0.33,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20289,CHRISTOPH,BAUMGARTNER,BAUMGARTNER C.,01-08-1999,2023,217,72,7,2.33,4,57.14%,1.33,76,25.33,10,13.16%,3.33,65,85.53%,21.67,8,80.00%,2.67,88,29.33,4,4.55%,1.33,5,1.67,5,1.67,4,80.00%,1.33,28,9.33,9,3.00,7,25.00%,2.33,5,55.56%,1.67,14,4.67,8,57.14%,2.67,4,1.33,4,100.00%,1.33,44,14.67,17,38.64%,5.67,11,64.71%,3.67,19,111.76%,6.33,8,18.18%,2.67,3,37.50%,1.00,9,20.45%,3.00,1,11.11%,0.33,4,1.33,,,3,1.00,0.716,0.239,1.785,0.595,1.402,0.467,0.210,0.070,1.032,0.344,1.068,0.356,0.716,0.239,0.000,0.000,3,1.00,3,100.00%,1.00,2,66.67%,0.67,1,33.33%,0.33,13,14.77%,4.33,1,20.00%,0.33,1,25.00%,0.33,,,2,0.67,1,0.33,,,,,,,3,1.00,5,11.36%,1.67,5,1.67,1,0.33,1,33.33%,0.33,1,50.00%,0.33,4,1.33,1,25.00%,0.33,3,75.00%,1.00,2,66.67%,0.67,,,,6,21.43%,2.00,1,20.00%,0.33,1,33.33%,0.33,1,100.00%,0.33,1,100.00%,0.33,1,0.33,1,7.69%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19406,KEVIN,DANSO,DANSO K.,19-09-1998,2023,136,68,3,1.50,,,,78,39.00,1,1.28%,0.50,71,91.03%,35.50,,,,63,31.50,3,4.76%,1.50,15,7.50,,,,,,8,4.00,9,4.50,2,25.00%,1.00,1,11.11%,0.50,,,,,,3,1.50,2,66.67%,1.00,22,11.00,11,50.00%,5.50,4,36.36%,2.00,5,45.45%,2.50,8,36.36%,4.00,5,62.50%,2.50,4,18.18%,2.00,2,50.00%,1.00,4,2.00,,,1,0.50,0.000,0.000,0.000,0.000,0.267,0.134,0.000,0.000,-0.325,-0.163,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13.64%,1.50,3,1.50,,,,,,,,,,,,,,,,,,,,,,,2,25.00%,1.00,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19509,MICHAEL,GREGORITSCH,GREGORITSCH M.,18-04-1994,2023,93,31,,,,,,21,7.00,2,9.52%,0.67,19,90.48%,6.33,2,100.00%,0.67,30,10.00,2,6.67%,0.67,1,0.33,,,,,,9,3.00,,,1,11.11%,0.33,,,,1,0.33,,,,1,0.33,1,100.00%,0.33,15,5.00,2,13.33%,0.67,2,100.00%,0.67,13,650.00%,4.33,4,26.67%,1.33,1,25.00%,0.33,5,33.33%,1.67,1,20.00%,0.33,4,1.33,,,1,0.33,0.000,0.000,0.000,0.000,0.335,0.112,0.000,0.000,0.074,0.025,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,4,13.33%,1.33,,,,,,,,,1,0.33,,,,,,,,,1,0.33,,,,,,,,,,,1,100.00%,0.33,2,0.67,1,50.00%,0.33,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17396,FLORIAN,GRILLITSCH,GRILLITSCH F.,07-08-1995,2023,172,57,7,2.33,1,14.29%,0.33,129,43.00,3,2.33%,1.00,111,86.05%,37.00,2,66.67%,0.67,111,37.00,2,1.80%,0.67,5,1.67,2,0.67,1,50.00%,0.33,10,3.33,10,3.33,1,10.00%,0.33,5,50.00%,1.67,3,1.00,2,66.67%,0.67,3,1.00,3,100.00%,1.00,23,7.67,13,56.52%,4.33,8,61.54%,2.67,6,46.15%,2.00,4,17.39%,1.33,2,50.00%,0.67,9,39.13%,3.00,6,66.67%,2.00,1,0.33,,,3,1.00,0.154,0.051,0.343,0.114,0.634,0.211,0.105,0.035,0.165,0.055,0.190,0.063,0.154,0.051,0.126,0.042,3,1.00,2,66.67%,0.67,1,33.33%,0.33,2,66.67%,0.67,8,7.21%,2.67,1,50.00%,0.33,1,100.00%,0.33,,,1,0.33,,,,,,,,,1,0.33,3,13.04%,1.00,3,1.00,,,2,100.00%,0.67,1,100.00%,0.33,1,0.33,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.00%,0.67,,,,,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15798,KONRAD,LAIMER,LAIMER K.,27-05-1997,2023,222,74,8,2.67,,,,89,29.67,7,7.87%,2.33,76,85.39%,25.33,3,42.86%,1.00,80,26.67,5,6.25%,1.67,2,0.67,1,0.33,,,,10,3.33,11,3.67,2,20.00%,0.67,4,36.36%,1.33,5,1.67,3,60.00%,1.00,4,1.33,2,50.00%,0.67,28,9.33,12,42.86%,4.00,7,58.33%,2.33,11,91.67%,3.67,7,25.00%,2.33,2,28.57%,0.67,7,25.00%,2.33,4,57.14%,1.33,4,1.33,,,3,1.00,0.212,0.071,0.000,0.000,1.106,0.369,0.026,0.009,1.045,0.348,-0.212,-0.071,0.212,0.071,0.000,0.000,2,0.67,,,,2,100.00%,0.67,,,,9,11.25%,3.00,,,,,,,,,,,,,,,,,,,1,0.33,1,3.57%,0.33,1,0.33,,,,,,,,,1,0.33,1,100.00%,0.33,,,,,,,2,18.18%,0.67,2,20.00%,0.67,1,50.00%,0.33,,,,,,,,,,1,0.33,3,33.33%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20287,PHILIPP,LIENHART,LIENHART P.,11-07-1996,2023,159,80,3,1.50,,,,80,40.00,,,,76,95.00%,38.00,,,,66,33.00,1,1.52%,0.50,8,4.00,,,,,,3,1.50,6,3.00,1,33.33%,0.50,1,16.67%,0.50,1,0.50,1,100.00%,0.50,3,1.50,1,33.33%,0.50,20,10.00,14,70.00%,7.00,4,28.57%,2.00,1,7.14%,0.50,6,30.00%,3.00,6,100.00%,3.00,5,25.00%,2.50,3,60.00%,1.50,3,1.50,1,0.50,2,1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.208,-0.104,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,1.52%,0.50,,,,,,,,,,,,,,,,,,,,,2,10.00%,1.00,2,1.00,,,,,,,,,,,,,,,,,,,,,,,2,66.67%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.00,,,,,,,,,,,,,,,4,100.00%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16840,PHILLIPP,MWENE,MWENE P.,29-01-1994,2023,152,76,2,1.00,1,50.00%,0.50,88,44.00,10,11.36%,5.00,74,84.09%,37.00,3,30.00%,1.50,61,30.50,,,,,,1,0.50,1,100.00%,0.50,10,5.00,16,8.00,3,30.00%,1.50,2,12.50%,1.00,1,0.50,,,,9,4.50,4,44.44%,2.00,32,16.00,18,56.25%,9.00,3,16.67%,1.50,7,38.89%,3.50,3,9.38%,1.50,2,66.67%,1.00,13,40.63%,6.50,8,61.54%,4.00,3,1.50,,,2,1.00,0.000,0.000,0.000,0.000,1.859,0.930,0.072,0.036,1.859,0.930,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,1.64%,0.50,1,100.00%,0.50,1,100.00%,0.50,,,6,3.00,1,0.50,,,,,,,8,4.00,3,9.38%,1.50,3,1.50,,,,,,2,33.33%,1.00,,,,,,,,,,,,,,,4,40.00%,2.00,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.67%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15732,PATRICK,PENTZ,PENTZ P.,02-01-1997,2023,295,98,7,2.33,,,,111,37.00,2,1.80%,0.67,95,85.59%,31.67,,,,81,27.00,,,,,,,,,,,11,3.67,10,3.33,2,18.18%,0.67,,,,,,,,,1,0.33,,,,3,1.00,3,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,3,1.00,4,1.33,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,66.67%,0.67,2,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2.00,8,2.67,9,3.00,6,66.67%,2.00,23,7.67,64,21.33,15,65.22%,5.00,61,95.31%,20.33,24,8.00,8,33.33%,2.67,7,29.17%,2.33,6,100.00%,2.00,,,,4,1.33,9,37.50%,3.00,6.795,2.265,2.795,0.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
