Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,passChiave,passChiave_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,assist,assist_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,perdePalla,perdePalla_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,duelli,duelli_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,interventoPositivo,interventoPositivo_MEAN,retiSub,retiSub_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,thirdPass,thirdPass_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,palleLaterali,palleLaterali_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,falliSubiti,falliSubiti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,ammonizioni,ammonizioni_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,interventoNegativo,interventoNegativo_MEAN,autogol,autogol_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,golProcurati,golProcurati_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,cutBack,cutBack_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoRimessa,golSviluppoRimessa_PERC,golSviluppoRimessa_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN
7490,CRISTIANO RONALDO,DOS SANTOS AVEIRO,CRISTIANO RONALDO,05-02-1985,2023,388,97,6,1.50,2,33.33%,0.50,74,18.50,8,10.81%,2.00,63,85.14%,15.75,4,50.00%,1.00,105,26.25,23,21.90%,5.75,,,5,1.25,2,40.00%,0.50,30,7.50,3,0.75,4,13.33%,1.00,2,66.67%,0.50,4,1.00,2,50.00%,0.50,,,,,,46,11.50,11,23.91%,2.75,9,81.82%,2.25,25,227.27%,6.25,20,43.48%,5.00,4,20.00%,1.00,19,41.30%,4.75,4,21.05%,1.00,2,0.50,,,3,0.75,3.842,0.961,3.902,0.976,3.066,0.767,0.325,0.081,2.233,0.558,0.059,0.015,2.331,0.583,0.422,0.106,17,4.25,9,52.94%,2.25,11,64.71%,2.75,6,35.29%,1.50,19,18.10%,4.75,1,20.00%,0.25,1,50.00%,0.25,1,0.25,2,0.50,1,0.25,,,,,,,4,1.00,1,2.17%,0.25,1,0.25,7,1.75,3,33.33%,0.75,1,50.00%,0.25,3,0.75,,,,3,100.00%,0.75,6,66.67%,1.50,,,,2,6.67%,0.50,,,,,,,,,,,,,1,0.25,12,63.16%,3.00,,,,,4,23.53%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.88%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16957,RUBEN,DOS SANTOS GATO ALVES DIAS,RUBEN DIAS,14-05-1997,2023,321,107,8,2.67,1,12.50%,0.33,301,100.33,6,1.99%,2.00,282,93.69%,94.00,2,33.33%,0.67,257,85.67,3,1.17%,1.00,22,7.33,1,0.33,1,100.00%,0.33,8,2.67,23,7.67,2,25.00%,0.67,12,52.17%,4.00,1,0.33,,,,,,,,,34,11.33,22,64.71%,7.33,7,31.82%,2.33,9,40.91%,3.00,20,58.82%,6.67,15,75.00%,5.00,11,32.35%,3.67,7,63.64%,2.33,2,0.67,1,0.33,1,0.33,0.170,0.057,0.000,0.000,0.606,0.202,0.068,0.023,0.446,0.149,-0.170,-0.057,0.170,0.057,0.000,0.000,2,0.67,,,,1,50.00%,0.33,1,50.00%,0.33,2,0.78%,0.67,,,,,,,1,0.33,3,1.00,,,,,,,,,4,1.33,,,,,,1,0.33,,,,1,33.33%,0.33,2,0.67,1,50.00%,0.33,1,50.00%,0.33,,,,3,13.04%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16515,JOAO,FELIX SEQUEIRA,JOAO FELIX,10-11-1999,2023,96,96,6,6.00,3,50.00%,3.00,69,69.00,10,14.49%,10.00,62,89.86%,62.00,5,50.00%,5.00,73,73.00,3,4.11%,3.00,,,3,3.00,1,33.33%,1.00,11,11.00,1,1.00,1,9.09%,1.00,,,,9,9.00,3,33.33%,3.00,3,3.00,2,66.67%,2.00,18,18.00,5,27.78%,5.00,2,40.00%,2.00,12,240.00%,12.00,,,,,,,5,27.78%,5.00,,,,,,,,2,2.00,0.178,0.178,0.782,0.782,2.289,2.289,0.103,0.103,2.292,2.292,0.604,0.604,0.178,0.178,0.154,0.154,3,3.00,2,66.67%,2.00,,,,3,100.00%,3.00,6,8.22%,6.00,,,,,,,,,3,3.00,,,,,,,,,3,3.00,1,5.56%,1.00,1,1.00,,,2,100.00%,2.00,1,33.33%,1.00,3,3.00,2,66.67%,2.00,1,33.33%,1.00,,,,,,,,,,,,,,,,,,,,,,,,1,16.67%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25459,FRANCISCO,FERNANDES DA CONCEICAO,CONCEICAO F.,14-12-2002,2023,153,51,4,1.33,2,50.00%,0.67,91,30.33,15,16.48%,5.00,76,83.52%,25.33,8,53.33%,2.67,101,33.67,2,1.98%,0.67,,,3,1.00,1,33.33%,0.33,12,4.00,6,2.00,4,33.33%,1.33,4,66.67%,1.33,12,4.00,4,33.33%,1.33,4,1.33,3,75.00%,1.00,31,10.33,10,32.26%,3.33,7,70.00%,2.33,11,110.00%,3.67,2,6.45%,0.67,1,50.00%,0.33,10,32.26%,3.33,2,20.00%,0.67,1,0.33,,,2,0.67,0.843,0.281,0.929,0.310,1.931,0.644,0.217,0.072,2.414,0.805,0.086,0.029,0.843,0.281,0.078,0.026,4,1.33,1,25.00%,0.33,4,100.00%,1.33,,,,3,2.97%,1.00,,,,,,,,,12,4.00,,,,,,,,,13,4.33,2,6.45%,0.67,2,0.67,,,,,,3,25.00%,1.00,2,0.67,2,100.00%,0.67,,,,1,100.00%,0.33,1,16.67%,0.33,8,66.67%,2.67,,,,1,25.00%,0.33,1,100.00%,0.33,1,100.00%,0.33,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.00%,0.33,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37707,JOAO PEDRO,GONCALVES NEVES,NEVES J.,27-09-2004,2023,84,42,1,0.50,,,,73,36.50,1,1.37%,0.50,70,95.89%,35.00,1,100.00%,0.50,62,31.00,1,1.61%,0.50,,,,,,,,5,2.50,9,4.50,1,20.00%,0.50,5,55.56%,2.50,2,1.00,2,100.00%,1.00,2,1.00,1,50.00%,0.50,13,6.50,7,53.85%,3.50,3,42.86%,1.50,4,57.14%,2.00,1,7.69%,0.50,,,,6,46.15%,3.00,3,50.00%,1.50,1,0.50,,,2,1.00,0.066,0.033,0.339,0.170,0.229,0.115,0.000,0.000,0.295,0.148,0.273,0.137,0.066,0.033,0.066,0.033,1,0.50,1,100.00%,0.50,,,,1,100.00%,0.50,1,1.61%,0.50,,,,,,,,,,,,,,,,,,,1,0.50,1,7.69%,0.50,1,0.50,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,2,40.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28928,GONCALO BERNARDO,INACIO,INACIO G.,25-08-2001,2023,129,64,2,1.00,,,,148,74.00,2,1.35%,1.00,136,91.89%,68.00,,,,129,64.50,1,0.78%,0.50,4,2.00,,,,,,8,4.00,8,4.00,3,37.50%,1.50,,,,4,2.00,4,100.00%,2.00,4,2.00,2,50.00%,1.00,22,11.00,15,68.18%,7.50,6,40.00%,3.00,1,6.67%,0.50,7,31.82%,3.50,6,85.71%,3.00,7,31.82%,3.50,3,42.86%,1.50,,,,,2,1.00,0.000,0.000,0.000,0.000,0.566,0.283,0.000,0.000,0.314,0.157,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,1,0.50,,,,,,,,,,,,,,3,1.50,2,66.67%,1.00,1,33.33%,0.50,,,,,,,6,75.00%,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20900,RAFAEL,LEAO,LEAO R.,10-06-1999,2023,188,63,4,1.33,1,25.00%,0.33,78,26.00,15,19.23%,5.00,62,79.49%,20.67,6,40.00%,2.00,91,30.33,2,2.20%,0.67,1,0.33,2,0.67,1,50.00%,0.33,12,4.00,4,1.33,1,8.33%,0.33,2,50.00%,0.67,14,4.67,7,50.00%,2.33,,,,,,40,13.33,21,52.50%,7.00,14,66.67%,4.67,18,85.71%,6.00,4,10.00%,1.33,3,75.00%,1.00,15,37.50%,5.00,5,33.33%,1.67,2,0.67,,,1,0.33,0.080,0.027,0.069,0.023,3.277,1.092,0.113,0.038,2.779,0.926,-0.011,-0.004,0.080,0.027,0.000,0.000,1,0.33,1,100.00%,0.33,1,100.00%,0.33,,,,8,8.79%,2.67,,,,,,,,,5,1.67,2,0.67,,,,,,,12,4.00,6,15.00%,2.00,6,2.00,,,,,,3,60.00%,1.00,6,2.00,3,50.00%,1.00,3,50.00%,1.00,1,100.00%,0.33,1,25.00%,0.33,,,,,,,,,,,,,,,,2,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15421,JOAO MARIA,LOBO ALVES PALHARES COSTA PALHINHA GONCALVES,PALHINHA J.,09-07-1995,2023,222,74,6,2.00,2,33.33%,0.67,119,39.67,5,4.20%,1.67,105,88.24%,35.00,2,40.00%,0.67,99,33.00,4,4.04%,1.33,1,0.33,1,0.33,1,100.00%,0.33,7,2.33,19,6.33,1,14.29%,0.33,8,42.11%,2.67,2,0.67,1,50.00%,0.33,6,2.00,3,50.00%,1.00,49,16.33,35,71.43%,11.67,18,51.43%,6.00,7,20.00%,2.33,13,26.53%,4.33,8,61.54%,2.67,19,38.78%,6.33,17,89.47%,5.67,4,1.33,,,1,0.33,0.293,0.098,0.152,0.051,1.349,0.450,0.055,0.018,0.316,0.105,-0.141,-0.047,0.293,0.098,0.077,0.026,4,1.33,2,50.00%,0.67,1,25.00%,0.33,3,75.00%,1.00,4,4.04%,1.33,,,,,,,1,0.33,,,,,,,,,,,,,6,12.24%,2.00,6,2.00,,,1,50.00%,0.33,,,,,,,,,,,,1,50.00%,0.33,4,21.05%,1.33,2,28.57%,0.67,,,,,,,,,,,,,1,0.33,,,,,,,,1,25.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18841,PEDRO,LOMBA NETO,NETO P.,09-03-2000,2023,133,44,1,0.33,1,100.00%,0.33,92,30.67,11,11.96%,3.67,76,82.61%,25.33,4,36.36%,1.33,83,27.67,2,2.41%,0.67,1,0.33,1,0.33,1,100.00%,0.33,14,4.67,10,3.33,3,21.43%,1.00,2,20.00%,0.67,11,3.67,6,54.55%,2.00,4,1.33,2,50.00%,0.67,27,9.00,14,51.85%,4.67,7,50.00%,2.33,9,64.29%,3.00,4,14.81%,1.33,1,25.00%,0.33,7,25.93%,2.33,4,57.14%,1.33,1,0.33,,,2,0.67,0.006,0.002,0.201,0.067,2.063,0.688,0.036,0.012,1.806,0.602,0.195,0.065,0.006,0.002,0.000,0.000,1,0.33,1,100.00%,0.33,,,,1,100.00%,0.33,4,4.82%,1.33,,,,,,,,,10,3.33,1,0.33,,,,,,,13,4.33,1,3.70%,0.33,1,0.33,,,1,100.00%,0.33,4,40.00%,1.33,4,1.33,2,50.00%,0.67,2,50.00%,0.67,,,,1,10.00%,0.33,2,14.29%,0.67,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25136,VITOR,MACHADO FERREIRA,VITINHA,13-02-2000,2023,246,82,17,5.67,2,11.76%,0.67,220,73.33,14,6.36%,4.67,204,92.73%,68.00,6,42.86%,2.00,189,63.00,2,1.06%,0.67,2,0.67,4,1.33,1,25.00%,0.33,10,3.33,13,4.33,2,20.00%,0.67,7,53.85%,2.33,5,1.67,5,100.00%,1.67,3,1.00,1,33.33%,0.33,22,7.33,17,77.27%,5.67,4,23.53%,1.33,1,5.88%,0.33,1,4.55%,0.33,,,,6,27.27%,2.00,3,50.00%,1.00,,,,,1,0.33,0.728,0.243,0.916,0.305,3.090,1.030,0.151,0.050,3.069,1.023,0.188,0.063,0.728,0.243,0.000,0.000,6,2.00,4,66.67%,1.33,2,33.33%,0.67,4,66.67%,1.33,5,2.65%,1.67,,,,,,,1,0.33,3,1.00,,,,,,,,,4,1.33,7,31.82%,2.33,7,2.33,,,3,75.00%,1.00,1,33.33%,0.33,2,0.67,,,,2,100.00%,0.67,1,25.00%,0.33,3,23.08%,1.00,,,,,,,,,,,,,,,,,,1,20.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25349,GONCALO,MATIAS RAMOS,RAMOS G.,20-06-2001,2023,29,29,,,,,,1,1.00,,,,1,100.00%,1.00,,,,3,3.00,2,66.67%,2.00,,,,,,,,,,1,1.00,,,,,,,1,1.00,1,100.00%,1.00,,,,,,5,5.00,2,40.00%,2.00,2,100.00%,2.00,3,150.00%,3.00,2,40.00%,2.00,,,,1,20.00%,1.00,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.377,-0.377,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.00%,1.00,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16514,DIOGO,MEIRELES DA COSTA,DIOGO COSTA,19-09-1999,2023,417,104,2,0.50,,,,104,26.00,2,1.92%,0.50,93,89.42%,23.25,,,,65,16.25,,,,,,,,,,,11,2.75,16,4.00,7,63.64%,1.75,1,6.25%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.50,3,0.75,0.000,0.000,0.000,0.000,0.824,0.206,0.000,0.000,0.824,0.206,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.25%,0.25,2,18.18%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.50,4,1.00,10,2.50,6,60.00%,1.50,11,2.75,59,14.75,5,45.45%,1.25,56,94.92%,14.00,34,8.50,19,55.88%,4.75,4,11.76%,1.00,4,66.67%,1.00,2,33.33%,0.50,3,0.75,11,32.35%,2.75,9.213,2.303,6.213,1.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,
7413,BERNARDO,MOTA VEIGA DE CARVALHO E SILVA,BERNARDO SILVA,10-08-1994,2023,321,107,9,3.00,1,11.11%,0.33,181,60.33,17,9.39%,5.67,163,90.06%,54.33,10,58.82%,3.33,172,57.33,11,6.40%,3.67,1,0.33,6,2.00,1,16.67%,0.33,20,6.67,7,2.33,4,20.00%,1.33,2,28.57%,0.67,4,1.33,1,25.00%,0.33,4,1.33,4,100.00%,1.33,28,9.33,8,28.57%,2.67,4,50.00%,1.33,16,200.00%,5.33,3,10.71%,1.00,1,33.33%,0.33,15,53.57%,5.00,4,26.67%,1.33,,,,,1,0.33,1.694,0.565,2.802,0.934,3.290,1.097,0.202,0.067,2.958,0.986,1.108,0.369,0.939,0.313,0.000,0.000,5,1.67,3,60.00%,1.00,5,100.00%,1.67,,,,19,11.05%,6.33,,,,,,,,,3,1.00,,,,,,,,,6,2.00,2,7.14%,0.67,2,0.67,1,0.33,,,,2,66.67%,0.67,3,1.00,1,33.33%,0.33,2,66.67%,0.67,3,100.00%,1.00,2,28.57%,0.67,6,30.00%,2.00,,,,1,20.00%,0.33,1,100.00%,0.33,1,100.00%,0.33,,,7,36.84%,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28929,MATHEUS LUIZ,NUNES,MATHEUS NUNES,27-08-1998,2023,20,20,1,1.00,,,,19,19.00,2,10.53%,2.00,17,89.47%,17.00,1,50.00%,1.00,15,15.00,1,6.67%,1.00,,,1,1.00,,,,2,2.00,3,3.00,,,,,,,,,,,,,,,,,2,2.00,1,50.00%,1.00,,,,1,100.00%,1.00,1,50.00%,1.00,1,100.00%,1.00,1,50.00%,1.00,,,,,,,,,,0.000,0.000,0.000,0.000,0.543,0.543,0.044,0.044,0.543,0.543,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11096,DANILO LUIS HELIO,PEREIRA,DANILO PEREIRA,09-09-1991,2023,96,96,1,1.00,,,,88,88.00,,,,85,96.59%,85.00,,,,71,71.00,,,,4,4.00,,,,,,1,1.00,8,8.00,,,,1,12.50%,1.00,1,1.00,1,100.00%,1.00,,,,,,6,6.00,5,83.33%,5.00,3,60.00%,3.00,1,20.00%,1.00,4,66.67%,4.00,3,75.00%,3.00,1,16.67%,1.00,1,100.00%,1.00,,,,,2,2.00,0.376,0.376,0.000,0.000,0.000,0.000,0.000,0.000,0.376,0.376,-0.376,-0.376,0.376,0.376,0.376,0.376,1,1.00,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27212,ANTONIO JOAO,PEREIRA DE ALBUQUERQUE TAVARES DA SILVA,SILVA A.,30-10-2003,2023,80,40,3,1.50,,,,69,34.50,3,4.35%,1.50,62,89.86%,31.00,2,66.67%,1.00,57,28.50,2,3.51%,1.00,3,1.50,,,,,,4,2.00,5,2.50,2,50.00%,1.00,2,40.00%,1.00,1,0.50,1,100.00%,0.50,2,1.00,,,,10,5.00,8,80.00%,4.00,5,62.50%,2.50,,,,3,30.00%,1.50,3,100.00%,1.50,2,20.00%,1.00,1,50.00%,0.50,1,0.50,,,2,1.00,0.085,0.043,0.000,0.000,0.536,0.268,0.000,0.000,0.161,0.081,-0.085,-0.043,0.085,0.043,0.085,0.043,1,0.50,,,,1,100.00%,0.50,,,,1,1.75%,0.50,,,,,,,,,,,,,,,,,,,,,1,10.00%,0.50,1,0.50,,,,,,,,,,,,,,,,,,,,1,20.00%,0.50,2,50.00%,1.00,,,,,,,,,,,,,,,1,100.00%,0.50,1,0.50,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25752,NUNO ALEXANDRE,TAVARES MENDES,NUNO MENDES,19-06-2002,2023,315,105,5,1.67,,,,260,86.67,11,4.23%,3.67,232,89.23%,77.33,1,9.09%,0.33,222,74.00,5,2.25%,1.67,9,3.00,2,0.67,,,,15,5.00,21,7.00,5,33.33%,1.67,6,28.57%,2.00,14,4.67,9,64.29%,3.00,4,1.33,2,50.00%,0.67,70,23.33,35,50.00%,11.67,12,34.29%,4.00,17,48.57%,5.67,19,27.14%,6.33,11,57.89%,3.67,26,37.14%,8.67,9,34.62%,3.00,3,1.00,,,1,0.33,0.118,0.039,0.067,0.022,2.142,0.714,0.057,0.019,1.567,0.522,-0.050,-0.017,0.118,0.039,0.000,0.000,2,0.67,1,50.00%,0.33,1,50.00%,0.33,1,50.00%,0.33,3,1.35%,1.00,,,,,,,,,5,1.67,2,0.67,,,,,,,8,2.67,4,5.71%,1.33,4,1.33,,,,,,1,20.00%,0.33,7,2.33,5,71.43%,1.67,2,28.57%,0.67,1,100.00%,0.33,4,19.05%,1.33,6,40.00%,2.00,,,,,,,,,,,,,,,1,33.33%,0.33,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
